readTime,hpwhW_99240,hpwhW_99162,hpwhW_99155,hpwhW_99150,hpwhW_99149,hpwhW_99148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:04:00,4252.853,5.93796,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:05:00,4269.484,5.729053,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:06:00,0,5.768962,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:07:00,0,5.733696,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:08:00,0,5.761315,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:09:00,0,5.755899,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:10:00,0,5.712306,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:11:00,0,5.775591,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:12:00,0,5.777808,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:13:00,0,5.889562,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:14:00,0,5.876274,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:15:00,0,5.782171,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:16:00,0,5.845265,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:17:00,0,5.861618,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:18:00,0,5.904665,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:19:00,0,5.898454,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:20:00,0,5.827609,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:21:00,0,5.923536,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:22:00,0,5.858327,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:23:00,0,5.961678,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:24:00,0,5.959314,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:25:00,0,5.924798,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:26:00,0,5.926645,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:27:00,0,5.921228,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:28:00,0,5.909998,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:29:00,0,5.900861,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:30:00,0,5.890658,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:31:00,0,5.943504,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:32:00,0,5.943521,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:33:00,0,5.903779,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:34:00,0,5.912609,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:35:00,0,5.779307,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:36:00,0,5.956269,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:37:00,0,6.009001,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:38:00,0,5.925534,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:39:00,0,6.008842,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:40:00,0,5.941902,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:41:00,0,5.927534,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:42:00,0,5.791061,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:43:00,0,5.7732,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:44:00,0,5.791289,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:45:00,0,5.820758,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:46:00,0,5.813356,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:47:00,0,5.759736,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:48:00,0,5.778195,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:49:00,0,5.704905,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:50:00,0,5.801646,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:51:00,0,6.011122,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:52:00,0,5.935448,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:53:00,0,5.923295,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:54:00,0,5.903959,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:55:00,0,5.786893,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:56:00,0,5.951517,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:57:00,0,5.958443,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:58:00,0,6.037981,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 15:59:00,0,5.995693,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:00:00,0,5.998895,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:01:00,0,5.966626,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:02:00,0,5.997786,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:03:00,0,6.058984,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:04:00,0,6.062582,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:05:00,0,6.002358,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:06:00,0,6.040138,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:07:00,0,6.031963,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:08:00,0,6.075907,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:09:00,0,6.095024,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:10:00,0,6.081003,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:11:00,0,6.037981,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:12:00,0,6.050537,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:13:00,0,6.002472,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:14:00,0,6.023164,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:15:00,0,5.978444,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:16:00,0,6.113452,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:17:00,0,6.025774,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:18:00,0,6.018412,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:19:00,0,6.08132,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:20:00,0,6.054331,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:21:00,0,6.02126,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:22:00,0,5.861583,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:23:00,0,5.804352,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:24:00,0,5.811343,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:25:00,0,5.853638,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:26:00,0,5.817091,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:27:00,0,5.834552,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:28:00,0,5.837916,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:29:00,0,5.789525,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:30:00,0,6.013538,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:31:00,0,6.050467,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:32:00,0,6.048568,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:33:00,0,6.043248,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:34:00,0,6.022535,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:35:00,0,5.911769,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:36:00,0,6.085423,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:37:00,0,6.025416,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:38:00,0,6.03143,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:39:00,0,6.049469,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:40:00,0,6.039451,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:41:00,0,6.026318,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:42:00,0,6.083019,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:43:00,0,6.050016,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:44:00,0,6.078823,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:45:00,0,6.031841,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:46:00,0,6.02879,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:47:00,0,6.016142,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:48:00,0,5.982761,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:49:00,0,6.003879,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:50:00,0,6.03813,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:51:00,0,6.029838,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:52:00,0,6.044919,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:53:00,0,6.060225,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:54:00,0,6.156933,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:55:00,0,6.07229,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:56:00,0,5.966517,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:57:00,0,6.099301,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:58:00,0,6.091307,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 16:59:00,0,6.06133,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:00:00,0,6.019712,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:01:00,0,5.901976,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:02:00,0,5.874047,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:03:00,0,5.92125,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:04:00,0,5.909546,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:05:00,0,5.862316,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:06:00,0,5.876274,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:07:00,0,5.918652,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:08:00,0,5.903787,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:09:00,0,5.875854,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:10:00,0,5.902631,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:11:00,0,5.854905,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:12:00,0,5.883566,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:13:00,0,5.870938,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:14:00,0,5.895319,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:15:00,0,5.886712,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:16:00,0,5.845208,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:17:00,0,5.846143,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:18:00,0,5.788294,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:19:00,0,5.81796,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:20:00,0,6.043999,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:21:00,0,6.059332,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:22:00,0,6.063913,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:23:00,0,6.083313,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:24:00,0,6.037139,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:25:00,0,6.04837,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:26:00,0,6.046471,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:27:00,0,6.03238,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:28:00,0,6.07666,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:29:00,0,6.099305,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:30:00,0,6.086632,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:31:00,0,6.021174,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:32:00,0,6.051875,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:33:00,0,6.078218,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:34:00,0,6.097856,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:35:00,0,6.05713,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:36:00,0,6.075493,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:37:00,0,6.079157,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:38:00,0,6.107849,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:39:00,0,6.042242,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:40:00,0,6.086215,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:41:00,0,6.025483,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:42:00,0,6.082076,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:43:00,0,6.169433,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:44:00,0,6.08753,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:45:00,0,6.170206,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:46:00,0,6.09367,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:47:00,0,6.093306,11.7616,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:48:00,0,6.037349,420.5706,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:49:00,0,6.072447,438.0562,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:50:00,0,6.119228,445.4906,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:51:00,0,6.085678,441.3551,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:52:00,0,6.089335,444.0504,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:53:00,0,6.078655,443.3375,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:54:00,0,6.047799,444.1422,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:55:00,0,6.161897,442.8828,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:56:00,0,6.079359,442.3778,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:57:00,0,6.063329,448.7621,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:58:00,0,6.045548,447.5538,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 17:59:00,0,6.066107,450.797,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:00:00,0,5.810225,449.8797,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:01:00,0,5.886243,448.1465,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:02:00,0,5.833285,449.1184,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:03:00,0,5.899554,450.4476,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:04:00,0,5.840771,450.9848,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:05:00,0,5.822575,451.1903,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:06:00,0,5.83073,450.7407,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:07:00,0,5.827693,450.5788,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:08:00,0,5.861583,451.1385,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:09:00,0,5.837685,451.495,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:10:00,0,5.860085,452.3869,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:11:00,0,5.800502,451.6361,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:12:00,0,5.868001,453.0085,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:13:00,0,5.851834,452.6549,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:14:00,0,6.044695,451.8152,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:15:00,0,6.061162,451.8795,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:16:00,0,6.026646,452.5099,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:17:00,0,5.992237,452.8384,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:18:00,0,6.046004,453.5701,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:19:00,0,6.100279,453.7008,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:20:00,0,6.066452,453.9894,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:21:00,0,6.03442,454.4514,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:22:00,0,5.947001,454.5161,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:23:00,0,6.05843,454.253,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:24:00,0,6.016242,454.9489,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:25:00,0,6.066381,453.8344,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:26:00,0,6.028323,456.2752,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:27:00,0,6.023791,453.6805,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:28:00,0,6.103829,454.0648,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:29:00,0,6.050972,454.2747,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:30:00,0,6.047462,454.6685,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:31:00,0,6.038752,455.4325,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:32:00,0,5.980268,455.4145,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:33:00,0,6.049237,455.2365,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:34:00,0,6.034948,455.7613,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:35:00,0,6.052191,456.2602,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:36:00,0,6.014918,456.8627,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:37:00,0,5.987772,459.5328,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:38:00,0,5.955524,458.3336,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:39:00,0,5.939694,458.9822,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:40:00,0,5.966847,459.3617,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:41:00,0,6.01343,460.2784,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:42:00,0,5.950415,458.4125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:43:00,0,6.003496,458.6726,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:44:00,0,5.860324,457.8161,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:45:00,0,5.964916,458.8491,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:46:00,0,5.871864,460.7599,11.03835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:47:00,0,5.915934,461.5049,504.5276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:48:00,0,5.899977,461.0654,504.8482,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:49:00,0,5.874694,460.1093,496.2436,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:50:00,0,5.85099,460.881,491.7892,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:51:00,0,5.720572,460.4077,498.5904,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:52:00,0,5.70871,459.8573,499.1461,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:53:00,0,5.758439,459.4147,498.7465,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:54:00,0,5.739736,460.7036,499.1472,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:55:00,0,5.709648,462.8179,500.5095,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:56:00,0,5.693928,461.2637,507.1572,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:57:00,0,5.673717,461.197,512.5687,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:58:00,0,5.737264,461.6329,511.2947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 18:59:00,0,5.728059,461.6654,513.644,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 19:00:00,0,5.855387,462.2741,515.078,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 19:01:00,0,5.811512,462.5041,513.8203,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20oct2011 19:02:00,0,5.889562,462.6673,515.4995,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
