readTime,hpwhW_99240,hpwhW_99162,hpwhW_99155,hpwhW_99150,hpwhW_99149,hpwhW_99148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:32:00,0,5.958691,467.7439,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:33:00,0,5.941698,470.3546,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:34:00,0,5.980803,28.97939,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:35:00,0,5.834648,29.03121,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:36:00,0,6.002743,29.14636,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:37:00,0,6.052975,29.01327,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:38:00,0,6.009321,29.05532,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:39:00,0,6.04442,29.23264,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:40:00,0,6.015915,29.13325,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:41:00,0,6.006201,29.11155,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:42:00,0,6.002613,29.28222,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:43:00,0,5.992857,28.77428,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:44:00,0,6.032179,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:45:00,0,6.020153,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:46:00,0,6.107646,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:47:00,0,6.043813,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:48:00,0,5.89597,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:49:00,0,5.845208,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:50:00,0,5.865135,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:51:00,0,5.859383,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:52:00,0,5.881608,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:53:00,0,5.779307,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:54:00,0,5.904665,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:55:00,0,5.824322,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:56:00,0,5.902891,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:57:00,0,5.854905,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:58:00,0,6.013367,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 09:59:00,0,6.040476,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:00:00,0,6.130394,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:01:00,0,6.035835,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:02:00,0,6.130187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:03:00,0,6.114943,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:04:00,0,6.101637,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:05:00,0,6.084442,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:06:00,0,6.118495,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:07:00,0,6.07622,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:08:00,0,6.081697,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:09:00,0,6.099136,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:10:00,0,6.062313,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:11:00,0,6.058321,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:12:00,0,5.958547,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:13:00,0,6.098751,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:14:00,0,6.065208,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:15:00,0,6.098423,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:16:00,0,6.153588,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:17:00,0,6.136728,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:18:00,0,6.095304,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:19:00,0,6.064308,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:20:00,0,6.085483,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:21:00,0,5.983431,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:22:00,0,6.074626,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:23:00,4238.687,6.091449,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:24:00,4243.361,6.046522,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:25:00,4244.669,6.093548,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:26:00,4241.064,6.119626,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:27:00,4236.618,6.052545,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:28:00,0,6.018973,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:29:00,0,6.057347,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:30:00,0,5.777811,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:31:00,0,5.839124,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:32:00,0,5.845208,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:33:00,0,5.921536,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:34:00,0,5.773316,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:35:00,0,5.813256,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:36:00,0,5.884683,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:37:00,0,5.922805,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:38:00,0,5.830412,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:39:00,0,5.80449,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:40:00,0,6.043311,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:41:00,0,6.047401,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:42:00,0,6.043344,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:43:00,0,6.083313,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:44:00,0,6.021361,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:45:00,0,6.057225,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:46:00,0,6.058123,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:47:00,0,6.083313,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:48:00,0,6.040476,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:49:00,0,5.972734,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:50:00,0,6.111833,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:51:00,0,6.161084,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:52:00,0,6.035295,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:53:00,0,6.064467,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:54:00,0,6.002984,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:55:00,0,5.913895,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:56:00,0,5.954435,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:57:00,0,5.93992,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:58:00,0,5.850246,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 10:59:00,0,5.855662,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:00:00,0,5.919538,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:01:00,0,5.881143,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:02:00,0,5.856266,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:03:00,0,5.939524,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:04:00,0,5.89156,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:05:00,0,5.856,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:06:00,0,5.856334,11.86633,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:07:00,0,5.869172,422.8856,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:08:00,0,5.733116,429.0058,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:09:00,0,5.849646,437.5248,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:10:00,0,5.838387,431.4331,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:11:00,0,5.887796,434.236,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:12:00,0,5.721757,433.0382,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:13:00,0,5.751035,430.8007,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:14:00,0,5.699106,432.7155,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:15:00,0,5.795006,431.0632,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:16:00,0,5.721436,434.5359,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:17:00,0,5.730331,437.0742,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:18:00,0,5.821021,439.4507,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:19:00,0,5.740602,438.162,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:20:00,0,5.696692,437.7782,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:21:00,0,5.81445,439.4642,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:22:00,0,5.943521,440.2586,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:23:00,0,5.860322,439.1714,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:24:00,0,5.904851,439.3997,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:25:00,0,5.86431,440.7702,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:26:00,0,5.85719,439.8839,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:27:00,0,5.825238,441.0955,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:28:00,0,5.821494,442.6224,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:29:00,0,5.865178,440.7378,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:30:00,0,5.873166,441.2224,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:31:00,0,5.91754,444.6439,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:32:00,0,5.945303,445.5046,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:33:00,0,5.877336,444.9553,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:34:00,0,5.911114,441.1335,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:35:00,0,5.855122,441.6504,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:36:00,0,5.773684,440.1787,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:37:00,0,5.779107,434.716,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:38:00,0,5.735479,439.5296,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:39:00,0,5.748763,439.3054,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:40:00,0,5.78262,438.5531,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:41:00,0,5.780387,440.0746,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:42:00,0,5.797648,439.3299,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:43:00,0,5.839187,441.7436,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:44:00,0,5.841214,441.12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:45:00,0,5.940759,441.1511,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:46:00,0,5.878685,441.5996,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:47:00,0,5.81812,442.2191,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:48:00,0,5.803526,442.4182,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:49:00,0,5.771589,444.4908,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:50:00,0,5.760525,444.5484,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:51:00,0,5.756192,444.708,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:52:00,0,5.733963,445.2456,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:53:00,0,5.625289,445.1547,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:54:00,0,5.626142,445.692,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:55:00,0,5.651832,446.491,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:56:00,0,5.574858,446.9126,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:57:00,0,5.649541,447.5301,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:58:00,0,5.567189,446.0934,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 11:59:00,0,5.573171,448.35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:00:00,0,5.544013,447.2977,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:01:00,0,5.621026,447.3375,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:02:00,0,5.665203,447.6422,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:03:00,0,5.819382,451.0289,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:04:00,0,5.917742,451.973,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:05:00,0,5.813256,449.6576,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:06:00,0,5.810867,449.9663,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:07:00,0,5.921702,450.2831,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:08:00,0,5.853196,452.8223,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:09:00,0,5.69912,451.6303,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:10:00,0,5.844791,452.875,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:11:00,0,5.780316,454.4528,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:12:00,0,5.881568,454.9036,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:13:00,0,5.809262,454.8618,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:14:00,0,5.876472,455.8451,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:15:00,0,5.889792,456.774,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:16:00,0,5.889142,454.4619,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:17:00,0,5.829232,455.325,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:18:00,0,5.965798,455.0121,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:19:00,0,5.88959,455.0463,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:20:00,0,5.871361,455.5387,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:21:00,0,5.924423,455.695,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:22:00,0,5.938201,18.9582,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:23:00,0,5.7863,18.73847,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:24:00,0,5.839617,18.56082,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:25:00,0,5.90132,18.59818,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:26:00,0,5.828106,18.63343,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:27:00,0,5.843211,18.74447,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:28:00,0,5.866303,18.76479,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:29:00,0,5.842087,18.8906,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:30:00,0,5.717891,18.73405,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:31:00,0,5.981363,18.69878,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:32:00,0,5.880874,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:33:00,0,5.834363,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:34:00,0,5.86,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:35:00,0,5.669823,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:36:00,0,5.605338,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:37:00,0,5.687153,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:38:00,0,5.627582,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:39:00,0,5.638972,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:40:00,0,5.65268,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:41:00,0,5.651263,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:42:00,0,5.606756,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:43:00,0,5.686968,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:44:00,0,5.792549,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:45:00,0,5.798663,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:46:00,0,5.875584,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:47:00,0,5.915271,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:48:00,0,5.811512,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:49:00,0,5.886031,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:50:00,0,5.847205,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:51:00,0,5.800502,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:52:00,0,5.840581,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:53:00,0,5.852731,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:54:00,0,5.78792,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:55:00,0,5.87118,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:56:00,0,5.931748,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:57:00,0,5.854116,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:58:00,0,5.870477,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 12:59:00,0,5.791154,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:00:00,0,5.798508,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:01:00,0,5.805989,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:02:00,0,5.840245,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:03:00,0,5.813508,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:04:00,0,5.786033,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:05:00,0,5.872929,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:06:00,0,5.848324,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:07:00,0,5.875854,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:08:00,0,5.778147,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:09:00,0,5.878686,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:10:00,0,5.912426,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:11:00,0,5.941263,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:12:00,0,5.761752,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:13:00,0,5.844331,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:14:00,0,5.891558,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:15:00,0,5.867579,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:16:00,0,5.842738,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:17:00,0,5.929532,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:18:00,0,6.012812,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:19:00,0,5.778676,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:20:00,0,5.815269,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:21:00,0,5.70482,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:22:00,0,5.789786,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:23:00,0,5.67142,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:24:00,0,5.707974,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:25:00,0,5.672305,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:26:00,0,5.777976,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:27:00,0,5.668599,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:28:00,0,5.82323,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12oct2011 13:29:00,0,5.871169,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
